,property_id,check_in_date,room_category,successful_bookings,capacity
697,19563,2022-05-07,rt1,21,30
698,19563,2022-05-07,rt2,31,45
699,19563,2022-05-07,rt4,5,6
700,16558,2022-05-08,rt1,18,19
701,16558,2022-05-08,rt2,20,22
702,16558,2022-05-08,rt3,8,8
703,16558,2022-05-08,rt4,3,3
704,16559,2022-05-08,rt1,28,30
705,16559,2022-05-08,rt2,39,41
706,16559,2022-05-08,rt3,30,32
707,16559,2022-05-08,rt4,17,18
708,16560,2022-05-08,rt1,26,34
709,16560,2022-05-08,rt2,25,34
710,16560,2022-05-08,rt3,15,20
711,16560,2022-05-08,rt4,5,7
712,16561,2022-05-08,rt1,15,18
713,16561,2022-05-08,rt2,21,24
714,16561,2022-05-08,rt3,18,21
715,16561,2022-05-08,rt4,9,10
716,16562,2022-05-08,rt1,23,31
717,16562,2022-05-08,rt2,31,43
718,16562,2022-05-08,rt3,14,18
719,16562,2022-05-08,rt4,5,6
720,16563,2022-05-08,rt1,39,41
721,16563,2022-05-08,rt2,33,38
722,16563,2022-05-08,rt3,18,20
723,16563,2022-05-08,rt4,17,18
724,17558,2022-05-08,rt1,15,19
725,17558,2022-05-08,rt2,38,50
726,17558,2022-05-08,rt3,21,27
727,17558,2022-05-08,rt4,4,6
728,17559,2022-05-08,rt1,31,32
729,17559,2022-05-08,rt2,35,39
730,17559,2022-05-08,rt3,15,16
731,17559,2022-05-08,rt4,14,14
732,17560,2022-05-08,rt1,29,40
733,17560,2022-05-08,rt2,32,45
734,17560,2022-05-08,rt3,19,25
735,17560,2022-05-08,rt4,10,13
736,17561,2022-05-08,rt1,26,26
737,17561,2022-05-08,rt2,32,36
738,17561,2022-05-08,rt3,17,19
739,17561,2022-05-08,rt4,4,4
740,17562,2022-05-08,rt1,12,20
741,17562,2022-05-08,rt2,19,30
742,17562,2022-05-08,rt3,15,27
743,17562,2022-05-08,rt4,4,6
744,17563,2022-05-08,rt1,20,25
745,17563,2022-05-08,rt2,37,44
746,17563,2022-05-08,rt3,16,16
747,17563,2022-05-08,rt4,17,19
748,17564,2022-05-08,rt1,10,16
749,17564,2022-05-08,rt2,25,40
750,17564,2022-05-08,rt3,15,24
751,17564,2022-05-08,rt4,10,17
752,18558,2022-05-08,rt1,12,15
753,18558,2022-05-08,rt2,22,30
754,18558,2022-05-08,rt3,20,26
755,18558,2022-05-08,rt4,14,20
756,18559,2022-05-08,rt1,25,42
757,18559,2022-05-08,rt2,25,44
758,18559,2022-05-08,rt3,14,23
759,18559,2022-05-08,rt4,12,19
760,18560,2022-05-08,rt1,25,30
761,18560,2022-05-08,rt2,35,40
762,18560,2022-05-08,rt3,24,24
763,18560,2022-05-08,rt4,15,15
764,18561,2022-05-08,rt1,28,33
765,18561,2022-05-08,rt2,40,40
766,18561,2022-05-08,rt3,22,25
767,18561,2022-05-08,rt4,8,9
768,18562,2022-05-08,rt1,34,38
769,18562,2022-05-08,rt2,32,34
770,18562,2022-05-08,rt3,27,29
771,18562,2022-05-08,rt4,18,20
772,18563,2022-05-08,rt1,19,27
773,18563,2022-05-08,rt2,20,29
774,18563,2022-05-08,rt3,18,23
775,18563,2022-05-08,rt4,14,18
776,19558,2022-05-08,rt1,23,40
777,19558,2022-05-08,rt2,23,39
778,19558,2022-05-08,rt3,13,21
779,19558,2022-05-08,rt4,5,7
780,19559,2022-05-08,rt1,18,24
781,19559,2022-05-08,rt2,29,41
782,19559,2022-05-08,rt3,20,27
783,19559,2022-05-08,rt4,2,3
784,19560,2022-05-08,rt1,22,26
785,19560,2022-05-08,rt2,33,38
786,19560,2022-05-08,rt3,16,19
787,19560,2022-05-08,rt4,15,16
788,19561,2022-05-08,rt1,26,36
789,19561,2022-05-08,rt2,33,45
790,19561,2022-05-08,rt3,22,29
791,19561,2022-05-08,rt4,5,7
792,19562,2022-05-08,rt1,27,30
793,19562,2022-05-08,rt2,23,23
794,19562,2022-05-08,rt3,24,29
795,19562,2022-05-08,rt4,13,14
796,19563,2022-05-08,rt1,22,30
797,19563,2022-05-08,rt2,32,45
798,19563,2022-05-08,rt3,21,29
799,19563,2022-05-08,rt4,4,6
800,16558,2022-05-09,rt1,11,19
801,16558,2022-05-09,rt2,14,22
802,16558,2022-05-09,rt3,5,8
803,16558,2022-05-09,rt4,2,3
804,16559,2022-05-09,rt1,20,30
805,16559,2022-05-09,rt2,28,41
806,16559,2022-05-09,rt3,20,32
807,16559,2022-05-09,rt4,11,18
808,16560,2022-05-09,rt1,17,34
809,16560,2022-05-09,rt2,18,34
810,16560,2022-05-09,rt3,10,20
811,16560,2022-05-09,rt4,4,7
812,16561,2022-05-09,rt1,13,18
813,16561,2022-05-09,rt2,14,24
814,16561,2022-05-09,rt3,13,21
815,16561,2022-05-09,rt4,6,10
816,16562,2022-05-09,rt1,16,31
817,16562,2022-05-09,rt2,21,43
818,16562,2022-05-09,rt3,9,18
819,16562,2022-05-09,rt4,3,6
820,16563,2022-05-09,rt1,27,41
821,16563,2022-05-09,rt2,24,38
822,16563,2022-05-09,rt3,13,20
823,16563,2022-05-09,rt4,12,18
824,17558,2022-05-09,rt1,10,19
825,17558,2022-05-09,rt2,24,50
826,17558,2022-05-09,rt3,12,27
827,17558,2022-05-09,rt4,3,6
828,17559,2022-05-09,rt1,21,32
829,17559,2022-05-09,rt2,22,39
830,17559,2022-05-09,rt3,10,16
831,17559,2022-05-09,rt4,9,14
832,17560,2022-05-09,rt1,18,40
833,17560,2022-05-09,rt2,22,45
834,17560,2022-05-09,rt3,12,25
835,17560,2022-05-09,rt4,8,13
836,17561,2022-05-09,rt1,16,26
837,17561,2022-05-09,rt2,23,36
838,17561,2022-05-09,rt3,12,19
839,17561,2022-05-09,rt4,3,4
840,17562,2022-05-09,rt1,9,20
841,17562,2022-05-09,rt2,13,30
842,17562,2022-05-09,rt3,12,27
843,17562,2022-05-09,rt4,2,6
844,17563,2022-05-09,rt1,16,25
845,17563,2022-05-09,rt2,29,44
846,17563,2022-05-09,rt3,10,16
847,17563,2022-05-09,rt4,11,19
848,17564,2022-05-09,rt1,7,16
849,17564,2022-05-09,rt2,15,40
850,17564,2022-05-09,rt3,10,24
851,17564,2022-05-09,rt4,6,17
852,18558,2022-05-09,rt1,7,15
853,18558,2022-05-09,rt2,15,30
854,18558,2022-05-09,rt3,14,26
855,18558,2022-05-09,rt4,11,20
856,18559,2022-05-09,rt1,15,42
857,18559,2022-05-09,rt2,21,44
858,18559,2022-05-09,rt3,9,23
859,18559,2022-05-09,rt4,8,19
860,18560,2022-05-09,rt1,21,30
861,18560,2022-05-09,rt2,30,40
862,18560,2022-05-09,rt3,16,24
863,18560,2022-05-09,rt4,9,15
864,18561,2022-05-09,rt1,21,33
865,18561,2022-05-09,rt2,27,40
866,18561,2022-05-09,rt3,16,25
867,18561,2022-05-09,rt4,5,9
868,18562,2022-05-09,rt1,25,38
869,18562,2022-05-09,rt2,20,34
870,18562,2022-05-09,rt3,19,29
871,18562,2022-05-09,rt4,12,20
872,18563,2022-05-09,rt1,13,27
873,18563,2022-05-09,rt2,13,29
874,18563,2022-05-09,rt3,11,23
875,18563,2022-05-09,rt4,9,18
876,19558,2022-05-09,rt1,18,40
877,19558,2022-05-09,rt2,18,39
878,19558,2022-05-09,rt3,8,21
879,19558,2022-05-09,rt4,3,7
880,19559,2022-05-09,rt1,11,24
881,19559,2022-05-09,rt2,19,41
882,19559,2022-05-09,rt3,14,27
883,19559,2022-05-09,rt4,2,3
884,19560,2022-05-09,rt1,17,26
885,19560,2022-05-09,rt2,24,38
886,19560,2022-05-09,rt3,12,19
887,19560,2022-05-09,rt4,9,16
888,19561,2022-05-09,rt1,17,36
889,19561,2022-05-09,rt2,24,45
890,19561,2022-05-09,rt3,15,29
891,19561,2022-05-09,rt4,4,7
892,19562,2022-05-09,rt1,20,30
893,19562,2022-05-09,rt2,13,23
894,19562,2022-05-09,rt3,17,29
895,19562,2022-05-09,rt4,8,14
896,19563,2022-05-09,rt1,15,30
897,19563,2022-05-09,rt2,24,45
898,19563,2022-05-09,rt3,13,29
899,19563,2022-05-09,rt4,3,6
900,16558,2022-05-10,rt1,10,19
901,16558,2022-05-10,rt2,12,22
902,16558,2022-05-10,rt3,4,8
903,16558,2022-05-10,rt4,2,3
904,16559,2022-05-10,rt2,25,41
905,16559,2022-05-10,rt1,18,30
906,16559,2022-05-10,rt3,20,32
907,16559,2022-05-10,rt4,13,18
908,16560,2022-05-10,rt1,16,34
909,16560,2022-05-10,rt2,19,34
910,16560,2022-05-10,rt3,9,20
911,16560,2022-05-10,rt4,4,7
912,16561,2022-05-10,rt1,11,18
913,16561,2022-05-10,rt2,13,24
914,16561,2022-05-10,rt3,14,21
915,16561,2022-05-10,rt4,6,10
916,16562,2022-05-10,rt1,14,31
917,16562,2022-05-10,rt2,24,43
918,16562,2022-05-10,rt3,9,18
919,16562,2022-05-10,rt4,4,6
920,16563,2022-05-10,rt1,26,41
921,16563,2022-05-10,rt2,23,38
922,16563,2022-05-10,rt3,14,20
923,16563,2022-05-10,rt4,11,18
924,17558,2022-05-10,rt1,11,19
925,17558,2022-05-10,rt2,24,50
926,17558,2022-05-10,rt3,12,27
927,17558,2022-05-10,rt4,3,6
928,17559,2022-05-10,rt1,20,32
929,17559,2022-05-10,rt2,27,39
930,17559,2022-05-10,rt3,10,16
931,17559,2022-05-10,rt4,10,14
932,17560,2022-05-10,rt1,19,40
933,17560,2022-05-10,rt2,23,45
934,17560,2022-05-10,rt3,14,25
935,17560,2022-05-10,rt4,6,13
936,17561,2022-05-10,rt1,14,26
937,17561,2022-05-10,rt2,22,36
938,17561,2022-05-10,rt3,12,19
939,17561,2022-05-10,rt4,3,4
940,17562,2022-05-10,rt1,9,20
941,17562,2022-05-10,rt2,11,30
942,17562,2022-05-10,rt3,12,27
943,17562,2022-05-10,rt4,3,6
944,17563,2022-05-10,rt1,14,25
945,17563,2022-05-10,rt2,28,44
946,17563,2022-05-10,rt3,9,16
947,17563,2022-05-10,rt4,12,19
948,17564,2022-05-10,rt1,6,16
949,17564,2022-05-10,rt2,17,40
950,17564,2022-05-10,rt3,9,24
951,17564,2022-05-10,rt4,7,17
952,18558,2022-05-10,rt1,8,15
953,18558,2022-05-10,rt2,14,30
954,18558,2022-05-10,rt3,13,26
955,18558,2022-05-10,rt4,10,20
956,18559,2022-05-10,rt1,19,42
957,18559,2022-05-10,rt2,22,44
958,18559,2022-05-10,rt3,10,23
959,18559,2022-05-10,rt4,8,19
960,18560,2022-05-10,rt1,19,30
961,18560,2022-05-10,rt2,25,40
962,18560,2022-05-10,rt3,14,24
963,18560,2022-05-10,rt4,9,15
964,18561,2022-05-10,rt1,21,33
965,18561,2022-05-10,rt2,25,40
966,18561,2022-05-10,rt3,17,25
967,18561,2022-05-10,rt4,5,9
968,18562,2022-05-10,rt1,23,38
969,18562,2022-05-10,rt2,26,34
970,18562,2022-05-10,rt3,19,29
971,18562,2022-05-10,rt4,13,20
972,18563,2022-05-10,rt1,15,27
973,18563,2022-05-10,rt2,15,29
974,18563,2022-05-10,rt3,12,23
975,18563,2022-05-10,rt4,9,18
976,19558,2022-05-10,rt1,18,40
977,19558,2022-05-10,rt2,14,39
978,19558,2022-05-10,rt3,9,21
979,19558,2022-05-10,rt4,3,7
980,19559,2022-05-10,rt1,14,24
981,19559,2022-05-10,rt2,19,41
982,19559,2022-05-10,rt3,14,27
983,19559,2022-05-10,rt4,2,3
984,19560,2022-05-10,rt1,17,26
985,19560,2022-05-10,rt2,23,38
986,19560,2022-05-10,rt3,10,19
987,19560,2022-05-10,rt4,11,16
988,19561,2022-05-10,rt1,18,36
989,19561,2022-05-10,rt2,25,45
990,19561,2022-05-10,rt3,16,29
991,19561,2022-05-10,rt4,3,7
992,19562,2022-05-10,rt1,18,30
993,19562,2022-05-10,rt2,15,23
994,19562,2022-05-10,rt3,19,29
995,19562,2022-05-10,rt4,9,14
996,19563,2022-05-10,rt3,15,29
997,19563,2022-05-10,rt1,16,30
998,19563,2022-05-10,rt2,25,45
999,19563,2022-05-10,rt4,3,6
1000,16558,2022-05-11,rt1,12,19
1001,16558,2022-05-11,rt2,13,22
1002,16558,2022-05-11,rt3,5,8
1003,16558,2022-05-11,rt4,2,3
1004,16559,2022-05-11,rt1,17,30
1005,16559,2022-05-11,rt2,23,41
1006,16559,2022-05-11,rt3,21,32
1007,16559,2022-05-11,rt4,12,18
1008,16560,2022-05-11,rt1,18,34
1009,16560,2022-05-11,rt2,18,34
1010,16560,2022-05-11,rt3,11,20
1011,16560,2022-05-11,rt4,3,7
1012,16561,2022-05-11,rt1,9,18
1013,16561,2022-05-11,rt2,17,24
1014,16561,2022-05-11,rt3,12,21
1015,16561,2022-05-11,rt4,6,10
1016,16562,2022-05-11,rt1,16,31
1017,16562,2022-05-11,rt2,21,43
1018,16562,2022-05-11,rt3,10,18
1019,16562,2022-05-11,rt4,3,6
1020,16563,2022-05-11,rt1,28,41
1021,16563,2022-05-11,rt2,24,38
1022,16563,2022-05-11,rt3,12,20
1023,16563,2022-05-11,rt4,10,18
1024,17558,2022-05-11,rt1,11,19
1025,17558,2022-05-11,rt2,26,50
1026,17558,2022-05-11,rt3,14,27
1027,17558,2022-05-11,rt4,3,6
1028,17559,2022-05-11,rt1,23,32
1029,17559,2022-05-11,rt2,22,39
1030,17559,2022-05-11,rt3,9,16
1031,17559,2022-05-11,rt4,9,14
1032,17560,2022-05-11,rt1,21,40
1033,17560,2022-05-11,rt2,24,45
1034,17560,2022-05-11,rt3,14,25
1035,17560,2022-05-11,rt4,6,13
1036,17561,2022-05-11,rt1,17,26
1037,17561,2022-05-11,rt2,23,36
1038,17561,2022-05-11,rt3,12,19
1039,17561,2022-05-11,rt4,3,4
1040,17562,2022-05-11,rt1,9,20
1041,17562,2022-05-11,rt2,12,30
1042,17562,2022-05-11,rt3,12,27
1043,17562,2022-05-11,rt4,3,6
1044,17563,2022-05-11,rt1,16,25
1045,17563,2022-05-11,rt2,28,44
1046,17563,2022-05-11,rt3,9,16
1047,17563,2022-05-11,rt4,12,19
1048,17564,2022-05-11,rt1,7,16
1049,17564,2022-05-11,rt2,19,40
1050,17564,2022-05-11,rt3,9,24
1051,17564,2022-05-11,rt4,8,17
1052,18558,2022-05-11,rt1,8,15
1053,18558,2022-05-11,rt2,15,30
1054,18558,2022-05-11,rt3,15,26
1055,18558,2022-05-11,rt4,10,20
1056,18559,2022-05-11,rt1,18,42
1057,18559,2022-05-11,rt2,21,44
1058,18559,2022-05-11,rt3,9,23
1059,18559,2022-05-11,rt4,10,19
1060,18560,2022-05-11,rt2,26,40
1061,18560,2022-05-11,rt1,20,30
1062,18560,2022-05-11,rt3,14,24
1063,18560,2022-05-11,rt4,9,15
1064,18561,2022-05-11,rt1,20,33
1065,18561,2022-05-11,rt2,28,40
1066,18561,2022-05-11,rt3,15,25
1067,18561,2022-05-11,rt4,6,9
1068,18562,2022-05-11,rt1,24,38
1069,18562,2022-05-11,rt2,20,34
1070,18562,2022-05-11,rt3,18,29
1071,18562,2022-05-11,rt4,12,20
1072,18563,2022-05-11,rt1,11,27
1073,18563,2022-05-11,rt2,15,29
1074,18563,2022-05-11,rt3,10,23
1075,18563,2022-05-11,rt4,9,18
1076,19558,2022-05-11,rt1,19,40
1077,19558,2022-05-11,rt2,17,39
1078,19558,2022-05-11,rt3,9,21
1079,19558,2022-05-11,rt4,3,7
1080,19559,2022-05-11,rt1,13,24
1081,19559,2022-05-11,rt2,19,41
1082,19559,2022-05-11,rt3,13,27
1083,19559,2022-05-11,rt4,1,3
1084,19560,2022-05-11,rt1,17,26
1085,19560,2022-05-11,rt2,26,38
1086,19560,2022-05-11,rt3,12,19
1087,19560,2022-05-11,rt4,11,16
1088,19561,2022-05-11,rt1,18,36
1089,19561,2022-05-11,rt2,22,45
1090,19561,2022-05-11,rt3,15,29
1091,19561,2022-05-11,rt4,4,7
1092,19562,2022-05-11,rt1,21,30
1093,19562,2022-05-11,rt2,14,23
1094,19562,2022-05-11,rt3,18,29
1095,19562,2022-05-11,rt4,9,14
1096,19563,2022-05-11,rt1,15,30
1097,19563,2022-05-11,rt2,23,45
1098,19563,2022-05-11,rt3,16,29
1099,19563,2022-05-11,rt4,3,6
1100,16558,2022-05-12,rt1,11,19
1101,16558,2022-05-12,rt2,12,22
1102,16558,2022-05-12,rt3,4,8
1103,16558,2022-05-12,rt4,2,3
1104,16559,2022-05-12,rt1,19,30
1105,16559,2022-05-12,rt2,24,41
1106,16559,2022-05-12,rt3,23,32
1107,16559,2022-05-12,rt4,11,18
1108,16560,2022-05-12,rt1,17,34
1109,16560,2022-05-12,rt2,16,34
1110,16560,2022-05-12,rt3,10,20
1111,16560,2022-05-12,rt4,3,7
1112,16561,2022-05-12,rt1,12,18
1113,16561,2022-05-12,rt2,15,24
1114,16561,2022-05-12,rt3,13,21
1115,16561,2022-05-12,rt4,6,10
1116,16562,2022-05-12,rt1,13,31
1117,16562,2022-05-12,rt2,24,43
1118,16562,2022-05-12,rt3,11,18
1119,16562,2022-05-12,rt4,3,6
1120,16563,2022-05-12,rt1,28,41
1121,16563,2022-05-12,rt2,23,38
1122,16563,2022-05-12,rt3,11,20
1123,16563,2022-05-12,rt4,11,18
1124,17558,2022-05-12,rt1,11,19
1125,17558,2022-05-12,rt2,28,50
1126,17558,2022-05-12,rt3,12,27
1127,17558,2022-05-12,rt4,3,6
1128,17559,2022-05-12,rt1,22,32
1129,17559,2022-05-12,rt2,23,39
1130,17559,2022-05-12,rt3,10,16
1131,17559,2022-05-12,rt4,10,14
1132,17560,2022-05-12,rt1,19,40
1133,17560,2022-05-12,rt2,24,45
1134,17560,2022-05-12,rt3,12,25
1135,17560,2022-05-12,rt4,7,13
1136,17561,2022-05-12,rt1,17,26
1137,17561,2022-05-12,rt2,23,36
1138,17561,2022-05-12,rt3,11,19
1139,17561,2022-05-12,rt4,3,4
1140,17562,2022-05-12,rt1,10,20
1141,17562,2022-05-12,rt2,14,30
1142,17562,2022-05-12,rt3,10,27
1143,17562,2022-05-12,rt4,3,6
1144,17563,2022-05-12,rt1,15,25
1145,17563,2022-05-12,rt2,28,44
1146,17563,2022-05-12,rt3,9,16
1147,17563,2022-05-12,rt4,12,19
1148,17564,2022-05-12,rt1,6,16
1149,17564,2022-05-12,rt2,15,40
1150,17564,2022-05-12,rt3,9,24
1151,17564,2022-05-12,rt4,7,17
1152,18558,2022-05-12,rt1,8,15
1153,18558,2022-05-12,rt2,16,30
1154,18558,2022-05-12,rt3,12,26
1155,18558,2022-05-12,rt4,10,20
1156,18559,2022-05-12,rt1,16,42
1157,18559,2022-05-12,rt2,21,44
1158,18559,2022-05-12,rt3,11,23
1159,18559,2022-05-12,rt4,8,19
1160,18560,2022-05-12,rt1,18,30
1161,18560,2022-05-12,rt2,27,40
1162,18560,2022-05-12,rt3,15,24
1163,18560,2022-05-12,rt4,10,15
1164,18561,2022-05-12,rt1,20,33
1165,18561,2022-05-12,rt2,23,40
1166,18561,2022-05-12,rt3,17,25
1167,18561,2022-05-12,rt4,6,9
1168,18562,2022-05-12,rt1,24,38
1169,18562,2022-05-12,rt2,20,34
1170,18562,2022-05-12,rt3,16,29
1171,18562,2022-05-12,rt4,13,20
1172,18563,2022-05-12,rt1,14,27
1173,18563,2022-05-12,rt2,15,29
1174,18563,2022-05-12,rt3,11,23
1175,18563,2022-05-12,rt4,10,18
1176,19558,2022-05-12,rt1,16,40
1177,19558,2022-05-12,rt2,14,39
1178,19558,2022-05-12,rt3,9,21
1179,19558,2022-05-12,rt4,3,7
1180,19559,2022-05-12,rt1,12,24
1181,19559,2022-05-12,rt2,19,41
1182,19559,2022-05-12,rt3,13,27
1183,19559,2022-05-12,rt4,1,3
1184,19560,2022-05-12,rt1,17,26
1185,19560,2022-05-12,rt2,27,38
1186,19560,2022-05-12,rt3,11,19
1187,19560,2022-05-12,rt4,9,16
1188,19561,2022-05-12,rt1,20,36
1189,19561,2022-05-12,rt2,22,45
1190,19561,2022-05-12,rt3,15,29
1191,19561,2022-05-12,rt4,4,7
1192,19562,2022-05-12,rt1,18,30
1193,19562,2022-05-12,rt2,16,23
1194,19562,2022-05-12,rt3,18,29
1195,19562,2022-05-12,rt4,9,14
1196,19563,2022-05-12,rt1,13,30
1197,19563,2022-05-12,rt2,21,45
1198,19563,2022-05-12,rt3,15,29
1199,19563,2022-05-12,rt4,3,6
1200,16558,2022-05-13,rt1,12,19
1201,16558,2022-05-13,rt2,14,22
1202,16558,2022-05-13,rt3,5,8
1203,16558,2022-05-13,rt4,2,3
1204,16559,2022-05-13,rt1,18,30
1205,16559,2022-05-13,rt2,22,41
1206,16559,2022-05-13,rt3,19,32
1207,16559,2022-05-13,rt4,11,18
1208,16560,2022-05-13,rt1,17,34
1209,16560,2022-05-13,rt2,17,34
1210,16560,2022-05-13,rt3,11,20
1211,16560,2022-05-13,rt4,4,7
1212,16561,2022-05-13,rt1,14,18
1213,16561,2022-05-13,rt2,15,24
1214,16561,2022-05-13,rt3,14,21
1215,16561,2022-05-13,rt4,5,10
1216,16562,2022-05-13,rt1,14,31
1217,16562,2022-05-13,rt2,21,43
1218,16562,2022-05-13,rt3,8,18
1219,16562,2022-05-13,rt4,3,6
1220,16563,2022-05-13,rt1,26,41
1221,16563,2022-05-13,rt2,24,38
1222,16563,2022-05-13,rt3,11,20
1223,16563,2022-05-13,rt4,12,18
1224,17558,2022-05-13,rt1,9,19
1225,17558,2022-05-13,rt2,27,50
1226,17558,2022-05-13,rt3,15,27
1227,17558,2022-05-13,rt4,3,6
1228,17559,2022-05-13,rt1,21,32
1229,17559,2022-05-13,rt2,22,39
1230,17559,2022-05-13,rt3,9,16
1231,17559,2022-05-13,rt4,9,14
1232,17560,2022-05-13,rt1,23,40
1233,17560,2022-05-13,rt2,22,45
1234,17560,2022-05-13,rt3,13,25
1235,17560,2022-05-13,rt4,6,13
1236,17561,2022-05-13,rt1,17,26
1237,17561,2022-05-13,rt2,22,36
1238,17561,2022-05-13,rt3,12,19
1239,17561,2022-05-13,rt4,3,4
1240,17562,2022-05-13,rt1,9,20
1241,17562,2022-05-13,rt2,15,30
1242,17562,2022-05-13,rt3,12,27
1243,17562,2022-05-13,rt4,3,6
1244,17563,2022-05-13,rt1,15,25
1245,17563,2022-05-13,rt2,28,44
1246,17563,2022-05-13,rt3,9,16
1247,17563,2022-05-13,rt4,12,19
1248,17564,2022-05-13,rt1,7,16
1249,17564,2022-05-13,rt2,17,40
1250,17564,2022-05-13,rt3,11,24
1251,17564,2022-05-13,rt4,7,17
1252,18558,2022-05-13,rt1,7,15
1253,18558,2022-05-13,rt2,15,30
1254,18558,2022-05-13,rt3,12,26
1255,18558,2022-05-13,rt4,11,20
1256,18559,2022-05-13,rt1,20,42
1257,18559,2022-05-13,rt2,20,44
1258,18559,2022-05-13,rt3,9,23
1259,18559,2022-05-13,rt4,9,19
1260,18560,2022-05-13,rt1,18,30
1261,18560,2022-05-13,rt2,23,40
1262,18560,2022-05-13,rt3,14,24
1263,18560,2022-05-13,rt4,10,15
1264,18561,2022-05-13,rt1,21,33
1265,18561,2022-05-13,rt2,28,40
1266,18561,2022-05-13,rt3,15,25
1267,18561,2022-05-13,rt4,6,9
1268,18562,2022-05-13,rt1,22,38
1269,18562,2022-05-13,rt2,19,34
1270,18562,2022-05-13,rt3,19,29
1271,18562,2022-05-13,rt4,14,20
1272,18563,2022-05-13,rt1,13,27
1273,18563,2022-05-13,rt2,15,29
1274,18563,2022-05-13,rt3,10,23
1275,18563,2022-05-13,rt4,10,18
1276,19558,2022-05-13,rt1,17,40
1277,19558,2022-05-13,rt2,16,39
1278,19558,2022-05-13,rt3,8,21
1279,19558,2022-05-13,rt4,3,7
1280,19559,2022-05-13,rt1,12,24
1281,19559,2022-05-13,rt2,21,41
1282,19559,2022-05-13,rt3,14,27
1283,19559,2022-05-13,rt4,2,3
1284,19560,2022-05-13,rt1,15,26
1285,19560,2022-05-13,rt2,20,38
1286,19560,2022-05-13,rt3,12,19
1287,19560,2022-05-13,rt4,10,16
1288,19561,2022-05-13,rt1,17,36
1289,19561,2022-05-13,rt2,23,45
1290,19561,2022-05-13,rt3,17,29
1291,19561,2022-05-13,rt4,3,7
1292,19562,2022-05-13,rt1,17,30
1293,19562,2022-05-13,rt2,14,23
1294,19562,2022-05-13,rt3,19,29
1295,19562,2022-05-13,rt4,8,14
1296,19563,2022-05-13,rt3,15,29
1297,19563,2022-05-13,rt1,18,30
1298,19563,2022-05-13,rt2,26,45
1299,19563,2022-05-13,rt4,3,6
1300,16558,2022-05-14,rt1,18,19
1301,16558,2022-05-14,rt2,20,22
1302,16558,2022-05-14,rt3,7,8
1303,16558,2022-05-14,rt4,3,3
1304,16559,2022-05-14,rt2,37,41
1305,16559,2022-05-14,rt1,29,30
1306,16559,2022-05-14,rt3,26,32
1307,16559,2022-05-14,rt4,15,18
1308,16560,2022-05-14,rt1,26,34
1309,16560,2022-05-14,rt2,26,34
1310,16560,2022-05-14,rt3,14,20
1311,16560,2022-05-14,rt4,5,7
1312,16561,2022-05-14,rt1,16,18
1313,16561,2022-05-14,rt2,24,24
1314,16561,2022-05-14,rt3,19,21
1315,16561,2022-05-14,rt4,9,10
1316,16562,2022-05-14,rt1,22,31
1317,16562,2022-05-14,rt2,33,43
1318,16562,2022-05-14,rt3,13,18
1319,16562,2022-05-14,rt4,4,6
1320,16563,2022-05-14,rt1,34,41
1321,16563,2022-05-14,rt2,35,38
1322,16563,2022-05-14,rt3,18,20
1323,16563,2022-05-14,rt4,17,18
1324,17558,2022-05-14,rt1,14,19
1325,17558,2022-05-14,rt2,36,50
1326,17558,2022-05-14,rt3,22,27
1327,17558,2022-05-14,rt4,4,6
1328,17559,2022-05-14,rt1,30,32
1329,17559,2022-05-14,rt2,34,39
1330,17559,2022-05-14,rt3,14,16
1331,17559,2022-05-14,rt4,12,14
1332,17560,2022-05-14,rt1,30,40
1333,17560,2022-05-14,rt2,34,45
1334,17560,2022-05-14,rt3,19,25
1335,17560,2022-05-14,rt4,8,13
1336,17561,2022-05-14,rt1,22,26
1337,17561,2022-05-14,rt2,30,36
1338,17561,2022-05-14,rt3,19,19
1339,17561,2022-05-14,rt4,4,4
1340,17562,2022-05-14,rt1,13,20
1341,17562,2022-05-14,rt2,20,30
1342,17562,2022-05-14,rt3,16,27
1343,17562,2022-05-14,rt4,3,6
1344,17563,2022-05-14,rt1,22,25
1345,17563,2022-05-14,rt2,37,44
1346,17563,2022-05-14,rt3,14,16
1347,17563,2022-05-14,rt4,16,19
1348,17564,2022-05-14,rt1,9,16
1349,17564,2022-05-14,rt2,26,40
1350,17564,2022-05-14,rt3,15,24
1351,17564,2022-05-14,rt4,10,17
1352,18558,2022-05-14,rt1,10,15
1353,18558,2022-05-14,rt2,23,30
1354,18558,2022-05-14,rt3,19,26
1355,18558,2022-05-14,rt4,15,20
1356,18559,2022-05-14,rt1,25,42
1357,18559,2022-05-14,rt2,24,44
1358,18559,2022-05-14,rt3,14,23
1359,18559,2022-05-14,rt4,11,19
1360,18560,2022-05-14,rt1,26,30
1361,18560,2022-05-14,rt2,36,40
1362,18560,2022-05-14,rt3,21,24
1363,18560,2022-05-14,rt4,15,15
1364,18561,2022-05-14,rt1,31,33
1365,18561,2022-05-14,rt2,34,40
1366,18561,2022-05-14,rt3,23,25
1367,18561,2022-05-14,rt4,8,9
1368,18562,2022-05-14,rt1,33,38
1369,18562,2022-05-14,rt2,31,34
1370,18562,2022-05-14,rt3,26,29
1371,18562,2022-05-14,rt4,17,20
1372,18563,2022-05-14,rt1,18,27
1373,18563,2022-05-14,rt2,22,29
1374,18563,2022-05-14,rt3,17,23
1375,18563,2022-05-14,rt4,12,18
